Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1943.0,08-May-22,Production Technician II,PYZ,0,Contract,Zone A,Part-Time,Sales,Shop (Fleet),23-03-1956,PA,Female,White,Widowed,Fully Meets,3.0,22-09-2022,5.0,5.0,4.0,13-May-23,Technical Skills,Internal,Passed,3.0,453.4,66.0
1944.0,12-May-20,Production Technician II,TNS,1,Part-Time,Zone A,Full-Time,Sales,Field Operations,20-08-1963,PA,Female,Asian,Married,Fully Meets,3.0,12-12-2022,1.0,4.0,1.0,26-Oct-22,Technical Skills,External,Completed,5.0,742.31,57.0
1945.0,28-Mar-19,Sales Manager,TNS,0,Full-Time,Zone A,Temporary,Sales,Engineers,17-02-1977,MA,Female,White,Married,Fully Meets,3.0,10-02-2023,1.0,3.0,4.0,12-Jan-23,Customer Service,External,Passed,5.0,341.94,42.0
1946.0,22-Jul-19,Production Technician II,WBL,1,Full-Time,Zone A,Full-Time,Sales,Aerial,22-07-1956,PA,Female,Other,Widowed,Fully Meets,3.0,05-01-2023,3.0,5.0,1.0,30-Aug-22,Customer Service,Internal,Completed,1.0,967.18,63.0
1947.0,17-Sep-20,Sales Manager,MSC,1,Part-Time,Zone C,Temporary,Sales,General - Sga,21-07-1982,PA,Female,White,Single,Fully Meets,3.0,28-06-2023,1.0,3.0,3.0,14-Nov-22,Communication Skills,External,Failed,3.0,147.4,38.0
1948.0,02-Jul-22,Production Technician II,TNS,0,Part-Time,Zone B,Temporary,Sales,Splicing,08-12-1963,PA,Female,Black,Married,Fully Meets,3.0,16-03-2023,2.0,1.0,5.0,23-May-23,Project Management,External,Failed,4.0,884.26,59.0
1949.0,30-Nov-19,Sales Manager,MSC,1,Contract,Zone A,Part-Time,Sales,Field Operations,04-04-1950,PA,Female,Hispanic,Divorced,Fully Meets,3.0,07-09-2022,5.0,3.0,4.0,28-Apr-23,Customer Service,Internal,Incomplete,5.0,592.96,69.0
1950.0,21-Jul-23,Production Technician II,TNS,0,Contract,Zone C,Temporary,Production       ,Splicing,24-03-1958,PA,Female,Asian,Married,Fully Meets,3.0,17-09-2022,3.0,2.0,1.0,21-Feb-23,Project Management,External,Passed,2.0,801.28,65.0
1951.0,26-Aug-20,Sales Manager,SVG,0,Full-Time,Zone A,Temporary,Sales,Aerial,09-10-1960,MA,Female,Asian,Married,Fully Meets,3.0,20-04-2023,4.0,1.0,3.0,29-Apr-23,Leadership Development,Internal,Incomplete,2.0,717.95,60.0
1952.0,16-May-20,Sales Manager,TNS,1,Full-Time,Zone A,Full-Time,Sales,Underground,31-07-1989,PA,Female,Other,Divorced,Fully Meets,3.0,09-06-2023,2.0,5.0,2.0,05-Mar-23,Leadership Development,Internal,Passed,1.0,846.22,31.0
1953.0,06-Apr-23,Production Technician I,PL,1,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,20-02-1976,MA,Female,Asian,Divorced,Fully Meets,3.0,07-04-2023,4.0,5.0,4.0,13-Aug-22,Leadership Development,External,Passed,4.0,275.62,47.0
1954.0,18-Feb-19,Production Technician II,SVG,0,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,22-07-1968,MA,Female,Other,Divorced,Fully Meets,3.0,16-03-2023,1.0,1.0,5.0,14-Aug-22,Customer Service,External,Passed,5.0,837.05,51.0
1955.0,10-Oct-20,Production Technician I,MSC,1,Full-Time,Zone A,Temporary,Production       ,Field Operations,04-04-1998,MA,Male,White,Married,Fully Meets,3.0,27-08-2022,2.0,3.0,4.0,22-Jul-23,Leadership Development,Internal,Incomplete,3.0,202.35,22.0
1956.0,15-May-21,Production Technician I,PL,1,Part-Time,Zone A,Full-Time,Production       ,Billable Consultants,18-12-1958,MA,Female,Black,Married,Fully Meets,3.0,23-01-2023,1.0,5.0,4.0,05-Jun-23,Communication Skills,External,Passed,4.0,590.97,63.0
1957.0,13-May-19,Production Technician I,TNS,0,Part-Time,Zone C,Full-Time,Production       ,Field Operations,15-02-1975,MA,Female,Asian,Widowed,Fully Meets,3.0,17-03-2023,5.0,2.0,2.0,14-Apr-23,Customer Service,External,Failed,5.0,744.55,44.0
1958.0,04-Jul-19,Production Technician I,PYZ,1,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,18-10-1990,MA,Female,Other,Married,Fully Meets,3.0,05-10-2022,4.0,2.0,5.0,23-May-23,Communication Skills,Internal,Incomplete,2.0,141.91,29.0
1959.0,01-Apr-22,Production Technician I,CCDR,1,Part-Time,Zone B,Temporary,Production       ,Project Management - Con,02-08-1989,MA,Female,Asian,Married,Fully Meets,3.0,04-01-2023,5.0,3.0,4.0,13-Sep-22,Project Management,External,Completed,2.0,883.34,33.0
1960.0,03-Nov-18,Production Technician I,PYZ,1,Full-Time,Zone A,Part-Time,Production       ,Aerial,26-05-1948,MA,Male,White,Divorced,Fully Meets,3.0,06-01-2023,3.0,4.0,1.0,28-Apr-23,Leadership Development,Internal,Passed,4.0,176.82,70.0
1961.0,11-Oct-18,Production Technician I,TNS,0,Part-Time,Zone A,Full-Time,Production       ,General - Eng,17-07-1945,MA,Female,Black,Married,Fully Meets,3.0,21-12-2022,2.0,3.0,1.0,25-Apr-23,Customer Service,External,Failed,1.0,767.22,73.0
1962.0,25-Jun-23,Production Technician II,CCDR,1,Contract,Zone C,Part-Time,Production       ,General - Con,18-02-1951,MA,Female,Other,Divorced,Fully Meets,3.0,05-09-2022,2.0,4.0,1.0,02-Oct-22,Leadership Development,External,Completed,5.0,555.6,72.0
1963.0,14-Sep-20,Production Technician I,CCDR,0,Contract,Zone B,Full-Time,Production       ,General - Con,08-05-1972,MA,Female,Other,Married,Fully Meets,3.0,23-08-2022,2.0,5.0,3.0,13-Jun-23,Technical Skills,Internal,Incomplete,2.0,316.03,48.0
1964.0,20-Dec-22,Production Technician I,EW,0,Part-Time,Zone B,Part-Time,Production       ,Executive,27-03-1969,MA,Female,Other,Married,Fully Meets,3.0,21-11-2022,5.0,5.0,5.0,22-May-23,Customer Service,Internal,Failed,1.0,540.96,53.0
1965.0,23-Feb-22,Production Technician II,CCDR,1,Full-Time,Zone A,Temporary,Production       ,General - Con,31-07-1949,MA,Female,White,Widowed,Fully Meets,3.0,15-02-2023,3.0,1.0,1.0,16-Oct-22,Leadership Development,External,Failed,3.0,444.23,73.0
1966.0,31-May-19,Production Technician II,TNS,1,Full-Time,Zone C,Part-Time,Production       ,General - Con,04-03-1971,MA,Female,Other,Widowed,Fully Meets,3.0,29-10-2022,4.0,3.0,2.0,19-May-23,Communication Skills,Internal,Failed,5.0,497.54,48.0
1967.0,29-Jan-19,Production Technician I,PL,1,Part-Time,Zone A,Part-Time,Production       ,General - Con,11-12-1994,MA,Female,Other,Single,Fully Meets,3.0,26-02-2023,4.0,2.0,4.0,23-Jul-23,Customer Service,Internal,Incomplete,4.0,300.95,25.0
1968.0,01-Sep-19,Production Technician I,NEL,1,Full-Time,Zone B,Temporary,Production       ,General - Con,29-06-1955,MA,Female,Asian,Widowed,Fully Meets,3.0,27-12-2022,1.0,4.0,2.0,25-Nov-22,Customer Service,Internal,Incomplete,2.0,283.06,64.0
1970.0,21-Apr-22,Production Technician I,PYZ,1,Part-Time,Zone C,Temporary,Production       ,Field Operations,17-04-1952,MA,Female,Other,Single,Fully Meets,3.0,06-03-2023,5.0,4.0,4.0,27-Mar-23,Leadership Development,External,Failed,1.0,398.23,70.0
1971.0,15-Sep-18,Production Technician II,MSC,0,Part-Time,Zone C,Full-Time,Production       ,General - Con,10-02-1994,MA,Female,Other,Divorced,Fully Meets,3.0,27-05-2023,3.0,2.0,1.0,20-Dec-22,Leadership Development,External,Incomplete,1.0,331.8,24.0
1972.0,04-Dec-21,Production Technician II,EW,1,Contract,Zone A,Temporary,Production       ,Field Operations,23-01-1996,MA,Male,Asian,Single,Fully Meets,3.0,15-03-2023,2.0,2.0,3.0,26-Apr-23,Leadership Development,External,Incomplete,4.0,349.48,25.0
1973.0,14-Nov-19,Production Technician II,BPC,1,Full-Time,Zone B,Full-Time,Production       ,General - Con,10-10-1991,MA,Female,Black,Married,Fully Meets,3.0,30-08-2022,4.0,2.0,3.0,01-Apr-23,Communication Skills,External,Failed,1.0,596.48,28.0
1974.0,14-Apr-21,Production Technician I,NEL,1,Part-Time,Zone A,Temporary,Production       ,Aerial,29-12-1968,MA,Female,White,Widowed,Fully Meets,3.0,17-01-2023,4.0,1.0,3.0,08-Oct-22,Project Management,Internal,Incomplete,2.0,677.45,53.0
1975.0,14-Apr-19,Production Technician I,SVG,1,Contract,Zone A,Temporary,Production       ,Project Management - Con,31-10-1941,MA,Female,Other,Divorced,Fully Meets,3.0,24-03-2023,4.0,4.0,3.0,12-Mar-23,Customer Service,Internal,Failed,5.0,664.61,78.0
1976.0,09-Jan-21,Production Technician I,EW,1,Full-Time,Zone C,Full-Time,Production       ,Finance & Accounting,16-02-1945,MA,Female,White,Single,Fully Meets,3.0,25-04-2023,1.0,5.0,1.0,16-Nov-22,Communication Skills,External,Completed,5.0,405.13,76.0
1977.0,26-Dec-22,Production Technician I,MSC,0,Contract,Zone B,Full-Time,Production       ,Field Operations,22-09-1952,MA,Female,White,Single,Fully Meets,3.0,18-03-2023,2.0,5.0,4.0,26-May-23,Leadership Development,Internal,Incomplete,5.0,781.27,70.0
1978.0,05-Oct-21,Production Technician I,TNS,0,Full-Time,Zone B,Part-Time,Production       ,Finance & Accounting,22-12-1976,MA,Female,Other,Divorced,Fully Meets,3.0,08-06-2023,3.0,5.0,1.0,18-Jan-23,Leadership Development,Internal,Failed,5.0,983.61,45.0
1979.0,25-Sep-22,Production Technician I,PYZ,1,Part-Time,Zone B,Temporary,Production       ,Engineers,25-03-1972,MA,Female,Asian,Single,Fully Meets,3.0,17-07-2023,1.0,4.0,5.0,19-May-23,Communication Skills,Internal,Failed,1.0,656.46,50.0
1980.0,10-Nov-21,Production Technician I,WBL,1,Part-Time,Zone C,Full-Time,Production       ,General - Con,16-06-1990,MA,Female,Hispanic,Married,Fully Meets,3.0,17-05-2023,5.0,4.0,5.0,25-Mar-23,Project Management,External,Failed,1.0,446.07,31.0
1981.0,08-Apr-21,Production Technician I,NEL,1,Contract,Zone A,Temporary,Production       ,General - Con,14-11-1993,MA,Male,Black,Divorced,Fully Meets,3.0,23-03-2023,5.0,4.0,3.0,10-Aug-22,Leadership Development,Internal,Passed,1.0,676.42,28.0
1982.0,14-Nov-18,Production Technician I,PL,1,Full-Time,Zone C,Temporary,Production       ,General - Sga,24-05-1980,MA,Female,Hispanic,Married,Fully Meets,3.0,24-06-2023,3.0,5.0,5.0,29-Jan-23,Leadership Development,Internal,Passed,5.0,861.83,38.0
1983.0,14-Mar-20,Production Technician I,BPC,1,Part-Time,Zone C,Full-Time,Production       ,General - Con,26-11-1956,MA,Female,Asian,Widowed,Fully Meets,3.0,16-08-2022,2.0,5.0,1.0,28-Dec-22,Customer Service,Internal,Failed,5.0,769.23,64.0
1984.0,24-Jun-20,Production Technician I,CCDR,1,Full-Time,Zone B,Temporary,Production       ,Catv,11-02-1948,MA,Female,Black,Single,Fully Meets,3.0,07-08-2022,5.0,2.0,2.0,18-Aug-22,Leadership Development,Internal,Failed,4.0,983.02,72.0
1985.0,19-Mar-23,Production Technician I,SVG,1,Contract,Zone B,Temporary,Production       ,General - Con,09-11-1963,MA,Female,White,Widowed,Fully Meets,3.0,04-03-2023,5.0,5.0,2.0,28-Sep-22,Communication Skills,Internal,Incomplete,3.0,474.95,60.0
1986.0,15-Aug-22,Production Technician I,EW,1,Contract,Zone C,Full-Time,Production       ,Executive,18-02-1949,MA,Female,Black,Divorced,Fully Meets,3.0,17-09-2022,1.0,4.0,2.0,21-Feb-23,Communication Skills,Internal,Failed,3.0,800.81,73.0
1987.0,09-Nov-18,Production Technician I,MSC,1,Full-Time,Zone C,Part-Time,Production       ,General - Sga,27-05-1967,MA,Female,White,Single,Fully Meets,3.0,18-07-2023,5.0,1.0,3.0,27-Jun-23,Communication Skills,Internal,Failed,2.0,844.93,51.0
1988.0,23-Nov-18,Production Technician I,TNS,1,Contract,Zone A,Temporary,Production       ,Field Operations,26-10-1989,MA,Female,Black,Single,Fully Meets,3.0,10-02-2023,1.0,3.0,5.0,18-May-23,Project Management,External,Completed,4.0,903.8,29.0
1989.0,25-Feb-20,Production Technician II,PL,1,Full-Time,Zone A,Temporary,Production       ,Field Operations,14-06-2000,MA,Female,Other,Married,Fully Meets,3.0,04-05-2023,4.0,2.0,5.0,04-Dec-22,Leadership Development,External,Incomplete,4.0,329.3,20.0
1990.0,16-May-20,Production Technician II,BPC,1,Full-Time,Zone C,Temporary,Production       ,Field Operations,18-09-1947,MA,Female,Black,Divorced,Fully Meets,3.0,31-08-2022,3.0,1.0,1.0,18-Sep-22,Leadership Development,Internal,Incomplete,1.0,332.51,73.0
1991.0,18-Jun-19,Production Technician II,CCDR,1,Contract,Zone B,Temporary,Production       ,General - Con,01-01-1949,MA,Female,Other,Married,Fully Meets,3.0,26-01-2023,2.0,1.0,3.0,24-Jan-23,Technical Skills,External,Failed,2.0,643.63,70.0
1992.0,20-May-19,Production Technician II,SVG,1,Contract,Zone A,Part-Time,Production       ,General - Con,25-02-1950,MA,Female,White,Divorced,Fully Meets,3.0,06-02-2023,4.0,3.0,3.0,11-Sep-22,Communication Skills,Internal,Failed,2.0,827.05,69.0
1993.0,16-Oct-20,Production Technician II,EW,1,Full-Time,Zone A,Full-Time,Production       ,Field Operations,21-07-1972,MA,Female,Hispanic,Divorced,Fully Meets,3.0,10-12-2022,5.0,2.0,4.0,02-May-23,Customer Service,External,Failed,3.0,995.42,48.0
1994.0,01-Jul-22,Production Technician II,MSC,1,Full-Time,Zone A,Full-Time,Production       ,General - Con,29-12-1988,MA,Female,Other,Single,Fully Meets,3.0,04-10-2022,5.0,5.0,1.0,20-Apr-23,Technical Skills,External,Passed,4.0,360.61,34.0
1995.0,17-Dec-22,Production Technician II,TNS,1,Contract,Zone A,Full-Time,Production       ,Field Operations,06-08-1978,MA,Female,Other,Married,Fully Meets,3.0,23-04-2023,4.0,3.0,1.0,23-Aug-22,Communication Skills,External,Passed,3.0,658.54,44.0
1996.0,24-Oct-21,Production Technician II,PYZ,1,Part-Time,Zone A,Temporary,Production       ,Aerial,10-07-1992,MA,Female,White,Single,Fully Meets,3.0,01-08-2023,3.0,5.0,2.0,16-Dec-22,Communication Skills,Internal,Failed,5.0,250.11,29.0
1997.0,28-Feb-19,Production Technician II,WBL,1,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,09-06-1990,MA,Female,Asian,Divorced,Fully Meets,3.0,16-02-2023,3.0,3.0,2.0,29-Apr-23,Project Management,Internal,Failed,4.0,819.65,29.0
1998.0,24-Mar-22,Production Technician II,NEL,1,Full-Time,Zone C,Part-Time,Production       ,General - Con,21-02-1999,MA,Female,Black,Widowed,Fully Meets,3.0,07-09-2022,2.0,4.0,3.0,01-Dec-22,Technical Skills,Internal,Completed,2.0,186.77,23.0
1999.0,17-Oct-21,Production Technician II,PL,1,Contract,Zone A,Temporary,Production       ,Field Operations,22-06-1943,MA,Female,Other,Widowed,Fully Meets,3.0,12-07-2023,3.0,2.0,2.0,08-May-23,Technical Skills,External,Passed,4.0,633.67,78.0
2000.0,13-May-22,Production Technician I,PYZ,1,Full-Time,Zone A,Part-Time,Production       ,General - Con,07-07-1963,MA,Female,Black,Widowed,Fully Meets,3.0,25-10-2022,1.0,3.0,3.0,20-Mar-23,Technical Skills,Internal,Incomplete,3.0,236.34,59.0
2001.0,09-Oct-19,Production Technician I,SVG,0,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),17-08-1977,MA,Female,White,Widowed,Fully Meets,3.0,09-02-2023,5.0,3.0,5.0,04-May-23,Leadership Development,Internal,Incomplete,4.0,504.62,42.0
2002.0,12-Oct-18,Production Technician I,TNS,0,Contract,Zone B,Temporary,Production       ,General - Con,25-05-1990,MA,Female,White,Married,Fully Meets,3.0,11-03-2023,1.0,4.0,2.0,26-Oct-22,Project Management,External,Incomplete,1.0,217.86,28.0
2003.0,13-Apr-20,Production Technician I,WBL,0,Contract,Zone B,Part-Time,Production       ,Shop (Fleet),01-07-1985,MA,Female,Other,Married,Fully Meets,3.0,19-06-2023,5.0,5.0,1.0,12-Dec-22,Technical Skills,External,Completed,4.0,148.97,35.0
2004.0,25-Apr-21,Production Technician I,PYZ,1,Contract,Zone B,Full-Time,Production       ,Engineers,05-04-2001,MA,Female,Other,Divorced,Fully Meets,3.0,05-05-2023,3.0,3.0,4.0,27-Feb-23,Leadership Development,Internal,Completed,1.0,628.83,20.0
2005.0,21-Dec-18,Production Technician I,WBL,1,Part-Time,Zone B,Part-Time,Production       ,Splicing,09-03-1947,MA,Female,Asian,Widowed,Fully Meets,3.0,04-11-2022,2.0,1.0,2.0,22-Apr-23,Leadership Development,Internal,Completed,2.0,458.78,71.0
2006.0,19-Sep-21,Production Technician I,NEL,1,Contract,Zone C,Temporary,Production       ,Executive,23-10-1973,MA,Male,Other,Married,Fully Meets,3.0,21-10-2022,5.0,5.0,2.0,22-Dec-22,Communication Skills,External,Completed,2.0,892.65,48.0
2007.0,15-Dec-20,Production Technician I,PL,1,Full-Time,Zone C,Temporary,Production       ,Splicing,05-05-1979,MA,Female,Black,Widowed,Fully Meets,3.0,28-07-2023,4.0,1.0,5.0,28-Feb-23,Communication Skills,External,Passed,1.0,211.17,41.0
2008.0,15-Jul-19,Production Technician I,BPC,1,Part-Time,Zone A,Temporary,Production       ,Field Operations,03-09-1941,MA,Female,Asian,Widowed,Fully Meets,3.0,17-03-2023,1.0,2.0,2.0,24-Oct-22,Project Management,External,Passed,2.0,478.95,78.0
2009.0,17-Nov-21,Production Technician I,CCDR,1,Contract,Zone C,Temporary,Production       ,Project Management - Con,01-10-1997,MA,Female,White,Widowed,Fully Meets,3.0,27-02-2023,5.0,2.0,2.0,20-Jan-23,Customer Service,Internal,Incomplete,1.0,319.94,24.0
2010.0,04-Feb-23,Production Technician I,SVG,1,Part-Time,Zone B,Part-Time,Production       ,Catv,07-03-1949,MA,Female,Hispanic,Married,Fully Meets,3.0,17-02-2023,4.0,4.0,4.0,22-Aug-22,Communication Skills,Internal,Passed,2.0,601.66,74.0
2011.0,03-Jul-22,Production Technician I,EW,1,Contract,Zone B,Temporary,Production       ,Finance & Accounting,06-08-1994,MA,Female,Asian,Married,Fully Meets,3.0,27-01-2023,3.0,2.0,2.0,30-Apr-23,Leadership Development,Internal,Completed,1.0,999.96,28.0
2012.0,24-Jan-20,Production Technician I,MSC,1,Contract,Zone B,Full-Time,Production       ,General - Sga,06-06-1984,MA,Female,White,Single,Fully Meets,3.0,26-07-2023,2.0,3.0,2.0,18-Sep-22,Communication Skills,External,Incomplete,2.0,138.67,36.0
2013.0,07-Jul-19,Production Technician I,TNS,1,Contract,Zone A,Temporary,Production       ,General - Con,08-04-1952,MA,Female,Black,Widowed,Fully Meets,3.0,07-03-2023,4.0,5.0,4.0,21-Feb-23,Leadership Development,External,Failed,2.0,962.76,67.0
2014.0,13-Mar-22,Production Technician II,EW,1,Part-Time,Zone B,Temporary,Production       ,Splicing,11-11-1984,MA,Female,Asian,Divorced,Fully Meets,3.0,07-08-2022,2.0,5.0,4.0,02-Mar-23,Technical Skills,External,Incomplete,4.0,106.88,38.0
2015.0,02-Jun-23,Production Technician II,MSC,1,Part-Time,Zone B,Part-Time,Production       ,Engineers,05-03-1992,MA,Female,White,Widowed,Fully Meets,3.0,13-08-2022,4.0,3.0,1.0,30-Sep-22,Leadership Development,Internal,Passed,1.0,561.89,31.0
2016.0,08-Apr-21,Production Technician II,NEL,1,Contract,Zone C,Full-Time,Production       ,Field Operations,01-10-1958,MA,Female,White,Widowed,Fully Meets,3.0,31-05-2023,1.0,3.0,5.0,13-Sep-22,Technical Skills,Internal,Incomplete,5.0,775.52,63.0
2017.0,02-Dec-19,Production Technician II,PL,1,Full-Time,Zone B,Part-Time,Production       ,Aerial,17-04-1971,MA,Female,Black,Single,Fully Meets,3.0,11-07-2023,2.0,5.0,4.0,03-Dec-22,Communication Skills,External,Incomplete,4.0,397.01,48.0
2018.0,09-Mar-22,Production Technician II,PYZ,1,Contract,Zone C,Temporary,Production       ,Yard (Material Handling),27-01-1986,MA,Female,Asian,Divorced,Fully Meets,3.0,31-10-2022,5.0,2.0,1.0,21-Aug-22,Customer Service,External,Incomplete,5.0,739.74,36.0
2019.0,26-Mar-22,Production Technician II,SVG,1,Full-Time,Zone C,Temporary,Production       ,Field Operations,08-01-1977,MA,Female,White,Widowed,Fully Meets,3.0,21-03-2023,2.0,1.0,4.0,06-Oct-22,Technical Skills,External,Completed,2.0,789.2,45.0
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
2259.078,08-Jul-21,BI Director,PYZ,1,Part-Time,Zone A,Full-Time,Executive Office,Shop (Fleet),02-07-1996,VT,Female,Hispanic,Married,Needs Improvement,2.981333333333333,07-10-2022,2.936,3.0433333333333334,3.0033333333333334,15-Sep-22,Communication Skills,External,Failed,2.9953333333333334,563.7740133333334,48.983333333333334
